result - array,result - services - array,result - services - link,result - services - protocol,result - services - type,result - services - boundingbox - area,result - services - boundingbox - upperleft - Point - coordinates,result - services - boundingbox - lowerleft - Point - coordinates,result - services - boundingbox - upperright - Point - coordinates,result - services - boundingbox - lowerright - Point - coordinates,result - publish-date - date,result - publish-date - date-type,result - id,result - uri,result - date,result - index,result - title,result - producer,result - abstract,result - entitled,result - boundingbox - area,result - boundingbox - upperleft - Point - coordinates,result - boundingbox - lowerleft - Point - coordinates,result - boundingbox - upperright - Point - coordinates,result - boundingbox - lowerright - Point - coordinates,result - collections,result - notqueryable,result - fileIdentifier,result - notdownloadable,result - thumbnail,result - holdings,result - revision-date
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2014_drvpklin/MapServer,http,Tiled map service (vector){2014}<uri:/NAP/Western_CityOfLondon_2014_drvpklin.xml>,0.067841634,"-81.389604,43.072147","-81.389604,42.830327","-81.109058,43.072147","-81.109058,42.830327",4/1/2015,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/SSV/DMTISSV2003HalifaxTIFF/ImageServer,http,Image service (raster) {Halifax 2003} <uri:/NAP/DMTISSV2003HalifaxTIFF.xml>,0.026126119,"-63.683214,44.724164","-63.683214,44.595039","-63.480882,44.724164","-63.480882,44.595039",6/1/2005,publication,3792831213,/NAP/DMTISSV_NS_series.xml,11/5/2015,498,DMTI Satellite StreetView (SSV) - Nova Scotia,DMTI Spatial Inc.,"<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm resolution along with boundary and point data.</p><p>This series contains imagery and supplementary data for Halifax, Sydney, Yarmouth, and Hawkesbury. For each record, images are arranged as one mosaic dataset and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p>",TRUE,24.6991,"-66.4,47.05","-66.4,43.38","-59.67,47.05","-59.67,43.38",SSV,0,3792831213,0,,,
,TRUE,/ArcGIS/rest/services/SSV/DMTISSV2007HalifaxTIFF/ImageServer,http,Image service (raster) {Halifax 2007} <uri:/NAP/DMTISSV2007HalifaxTIFF.xml>,0.113571477,"-63.828500,44.852789","-63.828500,44.571411","-63.424874,44.852789","-63.424874,44.571411",2/1/2012,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/SSV/DMTISSV2011HalifaxTIFF/ImageServer,http,Image service (raster) {Halifax 2011} <uri:/NAP/DMTISSV2011HalifaxTIFF.xml>,0.095315252,"-63.750801,44.789916","-63.750801,44.542674","-63.365287,44.789916","-63.365287,44.542674",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/SSV/DMTISSV200809NorthSydneyTIFF/ImageServer,http,Image service (raster) {North Sydney 2008-09} <uri:/NAP/DMTISSV200809NorthSydneyTIFF.xml>,0.10936432,"-60.421350,46.306140","-60.421350,46.053774","-59.987994,46.306140","-59.987994,46.053774",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/SSV/DMTISSV2010HawkesburyTIFF/ImageServer,http,Image service (raster) {Hawkesbury 2010} <uri:/NAP/DMTISSV2010HawkesburyTIFF.xml>,0.044039014,"-61.463874,45.711715","-61.463874,45.521397","-61.232477,45.711715","-61.232477,45.521397",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/SSV/DMTISSV2010YarmouthTIFF/ImageServer,http,Image service (raster) {Yarmouth 2010} <uri:/NAP/DMTISSV2010YarmouthTIFF.xml>,0.039380645,"-66.269698,43.929770","-66.269698,43.741844","-66.060144,43.929770","-66.060144,43.741844",,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OpenContent/OpenContent_CCRI_1931_CD_Canada/MapServer,http,Tiled map service (vector){Census Divisions}<uri:/NAP/OpenContent_CCRI_1931_CD_Canada.xml>,7493.401372,"-173.461347,83.774123","-173.461347,36.912965","-13.554898,83.774123","-13.554898,36.912965",2/18/2011,creation,3936847664,/NAP/OpenContent_CCRI_1931_Canada_series.xml,5/5/2016,499,"Boundary Files, 1931 Census of Canada",Canadian Century Research Infrastructure,"<p>This data set reconstructs the census compilation and dissemination geography of the 1931 Canadian Census at the census division (CD) and census subdivision (CSD) level of geography.</p><p>The shapefiles (.shp) were derived from a comprehensive geodatabase, as part of the Canadian Century Research Infrastructure (CCRI). Detailed water polygons were replaced with a selection of major lakes in this version, indicated with the abbreviation MW in the file name, which stands for ‘major water’. These data are a part of a geographical framework constructed to enable the location, selection, aggregation, and analysis of census data, for census enumerations between 1911 and 1951.</p>",TRUE,7493.401372,"-173.461347,83.774123","-173.461347,36.912965","-13.554898,83.774123","-13.554898,36.912965",OpenContent,0,3936847664,0,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_CCRI_1931_CD_Canada.png,,
,TRUE,/ArcGIS/rest/services/OpenContent/OpenContent_CCRI_1931_CSD_Canada/MapServer,http,Tiled map service (vector){Census Subdivisions}<uri:/NAP/OpenContent_CCRI_1931_CSD_Canada.xml>,7493.401372,"-173.461347,83.774123","-173.461347,36.912965","-13.554898,83.774123","-13.554898,36.912965",5/1/2013,publication,,,,,,,,,,,,,,,,,,,,
TRUE,,,,,,,,,,4/1/2001,creation,1865415966,/NAP/Western_CityOfLondon_2016_ParkingLotEdges.xml,6/13/2017,500,London Parking Lot Edges,City of London,"<p>The 2016 City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>As of 2016, this dataset includes the geographic locations of unspecified access ways and virtual segments of parking lots in the City of London, Ontario.</p>",TRUE,0.063356376,"-81.387236,43.066879","-81.387236,42.830841","-81.118820,43.066879","-81.118820,42.830841",Western,0,1865415966,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_ParkingLotEdges.png,/zips/Western/Western_CityOfLondon_2016_ParkingLotEdges.zip,12/23/2016
,,,,,,,,,,12/23/2016,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_SGU_2010_POINT/MapServer,http,Tiled map service (vector),,,,,,4/7/2010,creation,647632261,/NAP/OGDE_SGU_2010_POINT.xml,2/6/2014,501,Surficial Geology of Southern Ontario - Point Representation,"Ontario Ministry of Northern Development, Mines and Forestry","<p>The Surficial Geology of Southern Ontario 2010 - Point Representation feature captures oriented point information such as drumlins and striae, and unoriented point information such as kames and bedrock locations. Please note that the point coverage is not complete for all of southern Ontario. Please use caution when interpreting data and results.</p><p>The map has recently been revised and updated and replaces the map previously released on MRD 128. This new version now includes surficial geology information for the Bruce Peninsula and as well as NTS sheet 31D\9 covering the Burleigh Falls area. It illustrates surficial deposit types, material types, geological features (e.g. drumlins, eskers) and general bedrock types and outcrops. </p> <p>The Surficial Geology of Southern Ontario 2010 data set is a GIS based geological map that shows the distribution and characteristics of surficial units across Southern Ontario. It illustrates surficial deposit types, material types, geological features (e.g. drumlins, eskers) and general bedrock types and outcrops. The surficial geology of southern Ontario consists largely of varying types and thicknesses of deposits emplaced primarily during the Quaternary period. These surficial deposits overly a bedrock terrain consisting mainly of Phanerozoic sedimentary rocks that overlie older Precambrian rocks of the Canadian Shield. </p><p>The data used in generating the map was derived from Quaternary maps, primarily at a scale of 1:50 000, completed by the OGS and Geological Survey of Canada (GSC) for most of southern Ontario over the past 40 years.</p><p>The Surficial Geology of Southern Ontario 2010 - Point Representation feature is part of the Surficial Geology of Southern Ontario 2010 series. The other features are available on the GeoPortal and can be located by searching the following titles:</p><li>Surficial Geology of Southern Ontario 2010 - Moraines</li><li>Surficial Geology of Southern Ontario 2010 - Miscellaneous</li><li>Surficial Geology of Southern Ontario 2010 - Line Representation</li><li>Surficial Geology of Southern Ontario 2010 - Polygon Representation</li><p>Supplementary data can be used and is available for download from the additional documentation section.</p>",TRUE,36.60992234,"-83.084733,46.211695","-83.084733,41.682946","-75.000840,46.211695","-75.000840,41.682946",OGDE,0,647632261,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_SGU_2010_POINT.png,/zips/OGDE/OGDE_SGU_2010_POINT.zip,4/7/2010
,,,,,,,,,,4/7/2010,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_PETPOOL/MapServer,http,Tiled map service (vector),,,,,,1858-01-01,creation,1348612626,/NAP/OGDE_PETPOOL.xml,9/6/2013,502,Petroleum Pool,Ontario Ministry of Natural Resources,"<p>This data set can be used to identify a subsurface accumulation of crude oil or natural gas contained in porous and permeable rock whose presence has been proven by the drilling of petroleum wells and from which hydrocarbons have been or are being produced or are capable of being produced in economic quantities.</p><p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section.</p>",TRUE,24.49516383,"-83.089438,45.863116","-83.089438,41.757851","-77.122670,45.863116","-77.122670,41.757851",OGDE,0,1348612626,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_PETPOOL.png,/zips/OGDE/OGDE_PETPOOL.zip,1/1/2003
,,,,,,,,,,1/1/2003,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/FRI2008BlockMTIFF/ImageServer,http,Image service {tiff} (raster),,,,,,6/1/2006,creation,645798807,/NAP/FRI2008BlockMTIFF.xml,6/26/2013,503,"Forest Resource Inventory (FRI), Digital Aerial Imagery (Block M)",Ontario Ministry of Natural Resources,"<p>This image service (FRI 2008 Block M TIFF) crosses 2 Forest Management Units (FMUs) within the FRI Status index file:</p> <p>Gorden Consens Forest, and Abitibi River Forest. </p><p>The Forest Resource Inventory (FRI) is an extensive survey of the forest resources of Ontario. It was originally designed in 1946 to locate merchantable timber species for supplying mills.</p> <p> The FRI was designed as a large-scale survey that would allow general characterization of the forest in terms of species, forest conditions and regeneration. Traditionally, the FRI has been based on aerial photo interpretation, as well as some field surveys.</p> <p> This imagery will initially serve as a topographic reference base for any new output mapping and will serve as the source for subsequent base data production. The stereoscopic imagery will be used for softcopy photogrammetric application and interpretation. Imagery must be available but not restricted to multi-band colour, multi-band infrared and panchromatic.</p><p>The elevation data is required to support the generation of Digital Elevation Models (DEM) or Digital Surface Models (DSM) and subsequent derivative products in support of air photo interpretation, forest management planning and forest management operations. </p>",TRUE,1.577533733,"-82.108196,49.652543","-82.108196,48.567983","-80.653658,49.652543","-80.653658,48.567983",OGDE,0,645798807,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/FRI2008BlockMTIFF.png,,9/15/2010
,,,,,,,,,,9/15/2010,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_ORM_AQFRVULN/MapServer,http,Tiled map service (vector),,,,,,7/1/2001,creation,24225a6c-63db-460e-b5e0-f29c3723fb81 lrcdtovsdvdb001.cihs.ad.gov.on.ca,/NAP/OGDE_ORM_AQFRVULN.xml,6/21/2013,504,Oak Ridges Moraine - Areas of High Aquifer Vulnerability,Ontario Ministry of the Environment,"<p>The Oak Ridges Moraine Conservation Plan (“Plan”) is an ecologically-based plan established by the Ontario government to provide land use and resource management direction for the 190,000 hectares of land and water within the Moraine.</p><p>This dataset depicts areas of high aquifer vulnerability on the Oak Ridges Moraine.</p><p>An understanding of regional groundwater conditions and their inherent vulnerability to contamination is critical to maintaining ecological and sustainable use functions. Aquifer vulnerability mapping is a tool that can be used to protect groundwater resources and their ultimate use. Aquifer vulnerability maps identify areas where contamination of surface water is more or less likely to result in the contamination of groundwater.</p>",TRUE,1.053262235,"-79.986320,44.277127","-79.986320,43.771546","-77.903049,44.277127","-77.903049,43.771546",OGDE,0,24225a6c-63db-460e-b5e0-f29c3723fb81 lrcdtovsdvdb001.cihs.ad.gov.on.ca,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORM_AQFRVULN.png,/zips/OGDE/OGDE_ORM_AQFRVULN.zip,7/1/2001
,,,,,,,,,,7/1/2001,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2014_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,Table (table) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Streets_rdsLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",11/19/2002,publication,434463046,/NAP/DMTI_CanMapRL_Streets_rdsLUT_ALL_PROV_series.xml,7/9/2015,505,Roads Look Up Table (rds_lut),DMTI Spatial Inc.,"<p>Contains the unique ID of related Roads (rds) segments, other roads, highways, toll roads, bridges, tunnels and trails. </p>",TRUE,2241,"-135,68","-135,41","-52,68","-52,41",DMTI,0,434463046,0,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2013_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,Table (table) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Streets_rdsLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2012_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,Table (table) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Streets_rdsLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2011_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,Table (table) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Streets_rdsLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2010_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,Table (table) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Streets_rdsLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,(table) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Streets_rdsLUT_CAN.zip,file,(table){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,(table){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapRL_Streets_rdsLUT_ALL_PROV.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2015_strmvslin/MapServer,http,Tiled map service (vector){2015}<uri:/NAP/Western_CityOfLondon_2015_strmvslin.xml>,0.069200321,"-81.390607,43.069297","-81.390607,42.824282","-81.108174,43.069297","-81.108174,42.824282",4/1/2001,creation,2408769839,/NAP/Western_CityOfLondon_strmvslin.xml,5/19/2016,506,London Stream Segments,City of London,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of stream segments in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>London Water (Lines)</b> dataset.</i></p",TRUE,0.069200321,"-81.390607,43.069297","-81.390607,42.824282","-81.108174,43.069297","-81.108174,42.824282",Western,0,2408769839,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_strmvslin.png,,4/1/2015
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2014_strmvslin/MapServer,http,Tiled map service (vector){2014}<uri:/NAP/Western_CityOfLondon_2014_strmvslin.xml>,0.069200321,"-81.390607,43.069297","-81.390607,42.824282","-81.108174,43.069297","-81.108174,42.824282",4/1/2015,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_ORMPLANA/MapServer,http,Tiled map service (vector),,,,,,10/1/2001,creation,46457963,/NAP/OGDE_ORMPLANA.xml,10/8/2013,507,Oak Ridges Moraine - Planning Area,Ontario Ministry of Natural Resources,"<p>The Oak Ridges Moraine Conservation Plan is an ecologically-based plan established by the Ontario government to provide land use and resource management direction for the 190,000 hectares of land and water within the Moraine.</p><p>This dataset contains a single polygon with 2600 points, representing the boundary of the Oak Ridges Moraine - Ontario Regulation 01/02.</p><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",TRUE,0.905166187,"-79.982947,44.244095","-79.982947,43.807460","-77.909897,44.244095","-77.909897,43.807460",OGDE,0,46457963,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORMPLANA.png,/zips/OGDE/OGDE_ORMPLANA.zip,10/1/2001
,,,,,,,,,,10/1/2001,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_1MROADSG/MapServer,http,Tiled map service (vector),,,,,,1/1/1983,creation,1415017537,/NAP/OGDE_1MROADSG.xml,9/30/2013,508,Road Segment at 1 Million,Ontario Ministry of Natural Resources,"<p>This data set can be used to identify roads within Ontario at a scale of 1:1,000,000.</p><p>Please note that this data set is dated and has not been maintained since 1983. It is not intended for high accuracy geo-referencing but rather for approximate locations of features and general information.</p><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",TRUE,188.6178969,"-95.150703,51.097115","-95.150703,42.033230","-74.340874,51.097115","-74.340874,42.033230",OGDE,0,1415017537,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_1MROADSG.png,/zips/OGDE/OGDE_1MROADSG.zip,1/1/1983
,,,,,,,,,,1/1/1983,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_CALVFAWN/MapServer,http,Tiled map service (vector),,,,,,8/18/1997,creation,67460767,/NAP/OGDE_CALVFAWN.xml,9/10/2013,509,Calving Fawning Site,Ontario Ministry of Natural Resources,"<p>This data set can be used to identify a calving fawning site, which is a polygon feature that identifies an area to which a particular species habitually migrates to give birth. </p><p>Different Calving Fawning Site types collected by the Natural Resources Values Information System (NRVIS) include:</p><li>Caribou Calving Site</li><li>Deer Fawning Site</li><li>Elk Calving Site</li><li>Moose Calving Site</li><p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section.</p>",TRUE,100.158665,"-95.135696,51.037404","-95.135696,45.341067","-77.552701,51.037404","-77.552701,45.341067",OGDE,0,67460767,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_CALVFAWN.png,/zips/OGDE/OGDE_CALVFAWN.zip,4/12/2006
